Nu1,,,,,,,,,,,,,,,,,
Nu1,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,39676,NA,NA,NA,0.675,NA,NA,,NA,,9.56,M1A 1to100,
Nu1,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,585,NA,NA,NA,0.006,NA,NA,Response Low,NA,,9.55,M1A 1to10k,
Nu1,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,597,NA,NA,NA,0.006,NA,NA,Response Low,NA,,9.52,M1A 1to10k,
Nu1,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,431,NA,NA,NA,0.003,NA,NA,Response Low,NA,,9.52,M1A 1to10k,
Nu1,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,20185,NA,NA,NA,0.341,NA,NA,,NA,,9.55,M1A_Col 1to100,
Nu1,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,20631,NA,NA,NA,0.349,NA,NA,,NA,,9.55,M1A_Col 1to100,
Nu1,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,19893,NA,NA,NA,0.336,NA,NA,,NA,,9.53,M1A_Col 1to100,
Nu1,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,328,NA,NA,NA,0.001,NA,NA,Response Low,NA,,9.54,M1A_Col 1to10k,
Nu1,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,476,NA,NA,NA,0.004,NA,NA,Response Low,NA,,9.54,M1A_Col 1to10k,
Nu1,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,455,NA,NA,NA,0.003,NA,NA,Response Low,NA,,9.55,M1A_Col 1to10k,
Nu1,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,559,NA,NA,NA,0.005,NA,NA,Response Low,NA,,9.53,M1A_Extr 1to100,
Nu1,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,378,NA,NA,NA,0.002,NA,NA,Response Low,NA,,9.56,M1A_Extr 1to100,
Nu1,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,506,NA,NA,NA,0.004,NA,NA,Response Low,NA,,9.55,M1A_Extr 1to100,
Nu1,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu1,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu1,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu1,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,44105,NA,NA,NA,0.751,NA,NA,,NA,,9.54,M1B 1to100,
Nu1,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,42529,NA,NA,NA,0.724,NA,NA,,NA,,9.53,M1B 1to100,
Nu1,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,41149,NA,NA,NA,0.701,NA,NA,,NA,,9.55,M1B 1to100,
Nu1,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,661,NA,NA,NA,0.007,NA,NA,Response Low,NA,,9.53,M1B 1to10k,
Nu1,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,741,NA,NA,NA,0.008,NA,NA,Response Low,NA,,9.56,M1B 1to10k,
Nu1,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,779,NA,NA,NA,0.009,NA,NA,Response Low,NA,,9.56,M1B 1to10k,
Nu1,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,52050,NA,NA,NA,0.887,NA,NA,,NA,,9.56,S1A 1to100,
Nu1,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,51715,NA,NA,NA,0.882,NA,NA,,NA,,9.55,S1A 1to100,
Nu1,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,52457,NA,NA,NA,0.894,NA,NA,,NA,,9.55,S1A 1to100,
Nu1,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,693,NA,NA,NA,0.007,NA,NA,Response Low,NA,,9.57,S1A 1to10k,
Nu1,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,891,NA,NA,NA,0.011,NA,NA,,NA,,9.57,S1A 1to10k,
Nu1,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,580,NA,NA,NA,0.005,NA,NA,Response Low,NA,,9.60,S1A 1to10k,
Nu1,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,44901,NA,NA,NA,0.765,NA,NA,,NA,,9.53,S1B 1to100,
Nu1,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,43558,NA,NA,NA,0.742,NA,NA,,NA,,9.55,S1B 1to100,
Nu1,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,44900,NA,NA,NA,0.765,NA,NA,,NA,,9.55,S1B 1to100,
Nu1,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,857,NA,NA,NA,0.010,NA,NA,,NA,,9.60,S1B 1to10k,
Nu1,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,649,NA,NA,NA,0.007,NA,NA,Response Low,NA,,9.64,S1B 1to10k,
Nu1,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,747,NA,NA,NA,0.008,NA,NA,Response Low,NA,,9.59,S1B 1to10k,
Nu1,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,42805,NA,NA,NA,0.729,NA,NA,,NA,,9.53,S3A 1to100,
Nu1,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,40695,NA,NA,NA,0.693,NA,NA,,NA,,9.53,S3A 1to100,
Nu1,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,42422,NA,NA,NA,0.722,NA,NA,,NA,,9.55,S3A 1to100,
Nu1,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,679,NA,NA,NA,0.007,NA,NA,Response Low,NA,,9.59,S3A 1to10k,
Nu1,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,669,NA,NA,NA,0.007,NA,NA,Response Low,NA,,9.56,S3A 1to10k,
Nu1,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,544,NA,NA,NA,0.005,NA,NA,Response Low,NA,,9.55,S3A 1to10k,
Nu1,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,43199,NA,NA,NA,0.736,NA,NA,,NA,,9.56,S3B 1to100,
Nu1,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,43495,NA,NA,NA,0.741,NA,NA,,NA,,9.55,S3B 1to100,
Nu1,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,43958,NA,NA,NA,0.749,NA,NA,,NA,,9.55,S3B 1to100,
Nu1,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,884,NA,NA,NA,0.011,NA,NA,,NA,,9.55,S3B 1to10k,
Nu1,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,804,NA,NA,NA,0.009,NA,NA,Response Low,NA,,9.60,S3B 1to10k,
Nu1,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,860,NA,NA,NA,0.010,NA,NA,,NA,,9.58,S3B 1to10k,
Nu1,,,,,,,,,,,,,,,,,
Nu1,,,,,,,,,,,,,,,,,
Nu1,,,,,,,,,,,,,,,,,
Nu1,Created By:,,,,,,,,,,,,,,,,
Nu1,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu1,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
