Nu17,,,,,,,,,,,,,,,,,
Nu17,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,816,NA,NA,NA,0.151,NA,NA,,NA,,3.74,M1A 1to100,
Nu17,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu17,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu17,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu17,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,629,NA,NA,NA,0.114,NA,NA,,NA,,3.73,M1A_Col 1to100,
Nu17,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,771,NA,NA,NA,0.142,NA,NA,,NA,,3.72,M1A_Col 1to100,
Nu17,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,631,NA,NA,NA,0.114,NA,NA,,NA,,3.70,M1A_Col 1to100,
Nu17,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu17,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu17,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu17,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,242,NA,NA,NA,0.038,NA,NA,,NA,,3.69,M1A_Extr 1to100,
Nu17,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,209,NA,NA,NA,0.032,NA,NA,,NA,,3.69,M1A_Extr 1to100,
Nu17,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,268,NA,NA,NA,0.043,NA,NA,,NA,,3.69,M1A_Extr 1to100,
Nu17,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu17,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu17,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu17,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,843,NA,NA,NA,0.156,NA,NA,,NA,,3.69,M1B 1to100,
Nu17,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,806,NA,NA,NA,0.149,NA,NA,,NA,,3.70,M1B 1to100,
Nu17,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,860,NA,NA,NA,0.159,NA,NA,,NA,,3.69,M1B 1to100,
Nu17,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu17,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu17,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu17,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,981,NA,NA,NA,0.183,NA,NA,,NA,,3.73,S1A 1to100,
Nu17,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,929,NA,NA,NA,0.173,NA,NA,,NA,,3.75,S1A 1to100,
Nu17,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,912,NA,NA,NA,0.169,NA,NA,,NA,,3.75,S1A 1to100,
Nu17,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu17,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu17,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,89,NA,NA,NA,0.009,NA,NA,Response Low,NA,,3.89,S1A 1to10k,
Nu17,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,770,NA,NA,NA,0.142,NA,NA,,NA,,3.73,S1B 1to100,
Nu17,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,774,NA,NA,NA,0.142,NA,NA,,NA,,3.69,S1B 1to100,
Nu17,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,818,NA,NA,NA,0.151,NA,NA,,NA,,3.71,S1B 1to100,
Nu17,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,94,NA,NA,NA,0.009,NA,NA,Response Low,NA,,3.88,S1B 1to10k,
Nu17,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu17,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu17,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,678,NA,NA,NA,0.124,NA,NA,,NA,,3.73,S3A 1to100,
Nu17,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,797,NA,NA,NA,0.147,NA,NA,,NA,,3.71,S3A 1to100,
Nu17,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,630,NA,NA,NA,0.114,NA,NA,,NA,,3.71,S3A 1to100,
Nu17,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu17,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,73,NA,NA,NA,0.005,NA,NA,Response Low,NA,,4.04,S3A 1to10k,
Nu17,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu17,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,705,NA,NA,NA,0.129,NA,NA,,NA,,3.74,S3B 1to100,
Nu17,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,767,NA,NA,NA,0.141,NA,NA,,NA,,3.70,S3B 1to100,
Nu17,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,638,NA,NA,NA,0.116,NA,NA,,NA,,3.69,S3B 1to100,
Nu17,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu17,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu17,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu17,,,,,,,,,,,,,,,,,
Nu17,,,,,,,,,,,,,,,,,
Nu17,,,,,,,,,,,,,,,,,
Nu17,Created By:,,,,,,,,,,,,,,,,
Nu17,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu17,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
