Nu10,,,,,,,,,,,,,,,,,
Nu10,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,43010,NA,NA,NA,43.604,NA,NA,,NA,,6.46,M1A 1to100,
Nu10,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,503,NA,NA,NA,0.430,NA,NA,,NA,,6.41,M1A 1to10k,
Nu10,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,483,NA,NA,NA,0.409,NA,NA,,NA,,6.40,M1A 1to10k,
Nu10,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,357,NA,NA,NA,0.281,NA,NA,,NA,,6.41,M1A 1to10k,
Nu10,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,30738,NA,NA,NA,31.139,NA,NA,,NA,,6.45,M1A_Col 1to100,
Nu10,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,30368,NA,NA,NA,30.763,NA,NA,,NA,,6.45,M1A_Col 1to100,
Nu10,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,30295,NA,NA,NA,30.689,NA,NA,,NA,,6.43,M1A_Col 1to100,
Nu10,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,391,NA,NA,NA,0.316,NA,NA,,NA,,6.44,M1A_Col 1to10k,
Nu10,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,443,NA,NA,NA,0.369,NA,NA,,NA,,6.40,M1A_Col 1to10k,
Nu10,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,387,NA,NA,NA,0.312,NA,NA,,NA,,6.46,M1A_Col 1to10k,
Nu10,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,2145,NA,NA,NA,2.097,NA,NA,,NA,,6.42,M1A_Extr 1to100,
Nu10,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,2118,NA,NA,NA,2.070,NA,NA,,NA,,6.44,M1A_Extr 1to100,
Nu10,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,1986,NA,NA,NA,1.936,NA,NA,,NA,,6.42,M1A_Extr 1to100,
Nu10,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu10,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu10,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu10,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,40029,NA,NA,NA,40.576,NA,NA,,NA,,6.43,M1B 1to100,
Nu10,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,39518,NA,NA,NA,40.057,NA,NA,,NA,,6.43,M1B 1to100,
Nu10,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,37308,NA,NA,NA,37.812,NA,NA,,NA,,6.43,M1B 1to100,
Nu10,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,430,NA,NA,NA,0.356,NA,NA,,NA,,6.43,M1B 1to10k,
Nu10,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,682,NA,NA,NA,0.612,NA,NA,,NA,,6.43,M1B 1to10k,
Nu10,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,399,NA,NA,NA,0.325,NA,NA,,NA,,6.48,M1B 1to10k,
Nu10,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,54213,NA,NA,NA,54.982,NA,NA,,NA,,6.46,S1A 1to100,
Nu10,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,50624,NA,NA,NA,51.337,NA,NA,,NA,,6.45,S1A 1to100,
Nu10,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,51956,NA,NA,NA,52.690,NA,NA,,NA,,6.44,S1A 1to100,
Nu10,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,577,NA,NA,NA,0.505,NA,NA,,NA,,6.48,S1A 1to10k,
Nu10,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,558,NA,NA,NA,0.486,NA,NA,,NA,,6.49,S1A 1to10k,
Nu10,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,498,NA,NA,NA,0.424,NA,NA,,NA,,6.48,S1A 1to10k,
Nu10,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,42628,NA,NA,NA,43.216,NA,NA,,NA,,6.42,S1B 1to100,
Nu10,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,41182,NA,NA,NA,41.747,NA,NA,,NA,,6.43,S1B 1to100,
Nu10,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,40453,NA,NA,NA,41.006,NA,NA,,NA,,6.45,S1B 1to100,
Nu10,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,745,NA,NA,NA,0.675,NA,NA,,NA,,6.49,S1B 1to10k,
Nu10,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,443,NA,NA,NA,0.368,NA,NA,,NA,,6.49,S1B 1to10k,
Nu10,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,456,NA,NA,NA,0.382,NA,NA,,NA,,6.51,S1B 1to10k,
Nu10,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,40267,NA,NA,NA,40.818,NA,NA,,NA,,6.42,S3A 1to100,
Nu10,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,40980,NA,NA,NA,41.542,NA,NA,,NA,,6.42,S3A 1to100,
Nu10,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,41042,NA,NA,NA,41.605,NA,NA,,NA,,6.43,S3A 1to100,
Nu10,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,547,NA,NA,NA,0.474,NA,NA,,NA,,6.44,S3A 1to10k,
Nu10,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,405,NA,NA,NA,0.330,NA,NA,,NA,,6.50,S3A 1to10k,
Nu10,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,502,NA,NA,NA,0.429,NA,NA,,NA,,6.44,S3A 1to10k,
Nu10,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,40978,NA,NA,NA,41.540,NA,NA,,NA,,6.45,S3B 1to100,
Nu10,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,41318,NA,NA,NA,41.885,NA,NA,,NA,,6.44,S3B 1to100,
Nu10,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,40585,NA,NA,NA,41.140,NA,NA,,NA,,6.43,S3B 1to100,
Nu10,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,876,NA,NA,NA,0.809,NA,NA,,NA,,6.47,S3B 1to10k,
Nu10,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,817,NA,NA,NA,0.748,NA,NA,,NA,,6.44,S3B 1to10k,
Nu10,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,688,NA,NA,NA,0.617,NA,NA,,NA,,6.49,S3B 1to10k,
Nu10,,,,,,,,,,,,,,,,,
Nu10,,,,,,,,,,,,,,,,,
Nu10,,,,,,,,,,,,,,,,,
Nu10,Created By:,,,,,,,,,,,,,,,,
Nu10,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu10,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
