Nu19,,,,,,,,,,,,,,,,,
Nu19,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,53281,NA,NA,NA,7.654,NA,NA,,NA,,2.35,M1A 1to100,
Nu19,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,583,NA,NA,NA,0.078,NA,NA,,NA,,2.32,M1A 1to10k,
Nu19,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,574,NA,NA,NA,0.077,NA,NA,,NA,,2.33,M1A 1to10k,
Nu19,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,711,NA,NA,NA,0.097,NA,NA,,NA,,2.33,M1A 1to10k,
Nu19,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,45321,NA,NA,NA,6.509,NA,NA,,NA,,2.34,M1A_Col 1to100,
Nu19,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,45546,NA,NA,NA,6.542,NA,NA,,NA,,2.34,M1A_Col 1to100,
Nu19,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,46895,NA,NA,NA,6.736,NA,NA,,NA,,2.34,M1A_Col 1to100,
Nu19,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,638,NA,NA,NA,0.086,NA,NA,,NA,,2.32,M1A_Col 1to10k,
Nu19,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,425,NA,NA,NA,0.056,NA,NA,,NA,,2.33,M1A_Col 1to10k,
Nu19,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,472,NA,NA,NA,0.062,NA,NA,,NA,,2.30,M1A_Col 1to10k,
Nu19,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,6002,NA,NA,NA,0.857,NA,NA,,NA,,2.35,M1A_Extr 1to100,
Nu19,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,5454,NA,NA,NA,0.778,NA,NA,,NA,,2.35,M1A_Extr 1to100,
Nu19,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,6022,NA,NA,NA,0.860,NA,NA,,NA,,2.34,M1A_Extr 1to100,
Nu19,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu19,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,118,NA,NA,NA,0.011,NA,NA,,NA,,2.32,M1A_Extr 1to10k,
Nu19,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu19,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,53756,NA,NA,NA,7.722,NA,NA,,NA,,2.33,M1B 1to100,
Nu19,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,56468,NA,NA,NA,8.112,NA,NA,,NA,,2.33,M1B 1to100,
Nu19,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,53518,NA,NA,NA,7.688,NA,NA,,NA,,2.34,M1B 1to100,
Nu19,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,664,NA,NA,NA,0.090,NA,NA,,NA,,2.35,M1B 1to10k,
Nu19,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,694,NA,NA,NA,0.094,NA,NA,,NA,,2.36,M1B 1to10k,
Nu19,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,671,NA,NA,NA,0.091,NA,NA,,NA,,2.34,M1B 1to10k,
Nu19,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,67565,NA,NA,NA,9.707,NA,NA,,NA,,2.36,S1A 1to100,
Nu19,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,66492,NA,NA,NA,9.553,NA,NA,,NA,,2.34,S1A 1to100,
Nu19,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,67296,NA,NA,NA,9.668,NA,NA,,NA,,2.34,S1A 1to100,
Nu19,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,601,NA,NA,NA,0.081,NA,NA,,NA,,2.38,S1A 1to10k,
Nu19,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,665,NA,NA,NA,0.090,NA,NA,,NA,,2.34,S1A 1to10k,
Nu19,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,709,NA,NA,NA,0.096,NA,NA,,NA,,2.36,S1A 1to10k,
Nu19,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,57682,NA,NA,NA,8.286,NA,NA,,NA,,2.33,S1B 1to100,
Nu19,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,55741,NA,NA,NA,8.007,NA,NA,,NA,,2.34,S1B 1to100,
Nu19,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,58130,NA,NA,NA,8.351,NA,NA,,NA,,2.34,S1B 1to100,
Nu19,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,574,NA,NA,NA,0.077,NA,NA,,NA,,2.41,S1B 1to10k,
Nu19,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,564,NA,NA,NA,0.075,NA,NA,,NA,,2.35,S1B 1to10k,
Nu19,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,613,NA,NA,NA,0.082,NA,NA,,NA,,2.36,S1B 1to10k,
Nu19,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,54010,NA,NA,NA,7.758,NA,NA,,NA,,2.36,S3A 1to100,
Nu19,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,55923,NA,NA,NA,8.033,NA,NA,,NA,,2.33,S3A 1to100,
Nu19,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,53014,NA,NA,NA,7.615,NA,NA,,NA,,2.34,S3A 1to100,
Nu19,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,793,NA,NA,NA,0.108,NA,NA,,NA,,2.37,S3A 1to10k,
Nu19,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,655,NA,NA,NA,0.089,NA,NA,,NA,,2.36,S3A 1to10k,
Nu19,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,712,NA,NA,NA,0.097,NA,NA,,NA,,2.33,S3A 1to10k,
Nu19,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,52796,NA,NA,NA,7.584,NA,NA,,NA,,2.36,S3B 1to100,
Nu19,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,53111,NA,NA,NA,7.629,NA,NA,,NA,,2.35,S3B 1to100,
Nu19,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,56077,NA,NA,NA,8.056,NA,NA,,NA,,2.34,S3B 1to100,
Nu19,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,878,NA,NA,NA,0.121,NA,NA,,NA,,2.32,S3B 1to10k,
Nu19,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,1038,NA,NA,NA,0.144,NA,NA,,NA,,2.34,S3B 1to10k,
Nu19,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,834,NA,NA,NA,0.114,NA,NA,,NA,,2.42,S3B 1to10k,
Nu19,,,,,,,,,,,,,,,,,
Nu19,,,,,,,,,,,,,,,,,
Nu19,,,,,,,,,,,,,,,,,
Nu19,Created By:,,,,,,,,,,,,,,,,
Nu19,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu19,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
