Nu8,,,,,,,,,,,,,,,,,
Nu8,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,116173,NA,NA,NA,12.798,NA,NA,,NA,,5.10,M1A 1to100,
Nu8,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,1271,NA,NA,NA,0.131,NA,NA,,NA,,5.07,M1A 1to10k,
Nu8,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,1516,NA,NA,NA,0.158,NA,NA,,NA,,5.05,M1A 1to10k,
Nu8,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,1087,NA,NA,NA,0.111,NA,NA,,NA,,5.06,M1A 1to10k,
Nu8,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,93207,NA,NA,NA,10.266,NA,NA,,NA,,5.09,M1A_Col 1to100,
Nu8,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,93431,NA,NA,NA,10.291,NA,NA,,NA,,5.08,M1A_Col 1to100,
Nu8,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,92242,NA,NA,NA,10.160,NA,NA,,NA,,5.07,M1A_Col 1to100,
Nu8,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,1065,NA,NA,NA,0.108,NA,NA,,NA,,5.06,M1A_Col 1to10k,
Nu8,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,991,NA,NA,NA,0.100,NA,NA,,NA,,5.05,M1A_Col 1to10k,
Nu8,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,1034,NA,NA,NA,0.105,NA,NA,,NA,,5.05,M1A_Col 1to10k,
Nu8,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,9171,NA,NA,NA,1.002,NA,NA,,NA,,5.07,M1A_Extr 1to100,
Nu8,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,8522,NA,NA,NA,0.930,NA,NA,,NA,,5.07,M1A_Extr 1to100,
Nu8,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,9199,NA,NA,NA,1.005,NA,NA,,NA,,5.07,M1A_Extr 1to100,
Nu8,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,230,NA,NA,NA,0.016,NA,NA,,NA,,5.09,M1A_Extr 1to10k,
Nu8,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,110,NA,NA,NA,0.003,NA,NA,Response Low,NA,,5.09,M1A_Extr 1to10k,
Nu8,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,163,NA,NA,NA,0.009,NA,NA,Response Low,NA,,5.06,M1A_Extr 1to10k,
Nu8,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,116896,NA,NA,NA,12.878,NA,NA,,NA,,5.07,M1B 1to100,
Nu8,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,120819,NA,NA,NA,13.311,NA,NA,,NA,,5.07,M1B 1to100,
Nu8,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,117901,NA,NA,NA,12.989,NA,NA,,NA,,5.07,M1B 1to100,
Nu8,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,1296,NA,NA,NA,0.133,NA,NA,,NA,,5.07,M1B 1to10k,
Nu8,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,1388,NA,NA,NA,0.144,NA,NA,,NA,,5.09,M1B 1to10k,
Nu8,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,1412,NA,NA,NA,0.146,NA,NA,,NA,,5.10,M1B 1to10k,
Nu8,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,147544,NA,NA,NA,16.257,NA,NA,,NA,,5.10,S1A 1to100,
Nu8,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,142104,NA,NA,NA,15.657,NA,NA,,NA,,5.09,S1A 1to100,
Nu8,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,146034,NA,NA,NA,16.090,NA,NA,,NA,,5.09,S1A 1to100,
Nu8,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,1782,NA,NA,NA,0.187,NA,NA,,NA,,5.10,S1A 1to10k,
Nu8,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,1278,NA,NA,NA,0.132,NA,NA,,NA,,5.14,S1A 1to10k,
Nu8,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,1605,NA,NA,NA,0.168,NA,NA,,NA,,5.13,S1A 1to10k,
Nu8,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,124786,NA,NA,NA,13.748,NA,NA,,NA,,5.05,S1B 1to100,
Nu8,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,120643,NA,NA,NA,13.291,NA,NA,,NA,,5.07,S1B 1to100,
Nu8,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,122272,NA,NA,NA,13.471,NA,NA,,NA,,5.07,S1B 1to100,
Nu8,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,1440,NA,NA,NA,0.149,NA,NA,,NA,,5.15,S1B 1to10k,
Nu8,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,1430,NA,NA,NA,0.148,NA,NA,,NA,,5.16,S1B 1to10k,
Nu8,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,1506,NA,NA,NA,0.157,NA,NA,,NA,,5.16,S1B 1to10k,
Nu8,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,117970,NA,NA,NA,12.996,NA,NA,,NA,,5.07,S3A 1to100,
Nu8,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,115104,NA,NA,NA,12.680,NA,NA,,NA,,5.06,S3A 1to100,
Nu8,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,114190,NA,NA,NA,12.580,NA,NA,,NA,,5.07,S3A 1to100,
Nu8,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,1468,NA,NA,NA,0.152,NA,NA,,NA,,5.09,S3A 1to10k,
Nu8,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,1317,NA,NA,NA,0.136,NA,NA,,NA,,5.10,S3A 1to10k,
Nu8,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,1368,NA,NA,NA,0.141,NA,NA,,NA,,5.08,S3A 1to10k,
Nu8,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,121617,NA,NA,NA,13.398,NA,NA,,NA,,5.10,S3B 1to100,
Nu8,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,117679,NA,NA,NA,12.964,NA,NA,,NA,,5.09,S3B 1to100,
Nu8,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,121891,NA,NA,NA,13.429,NA,NA,,NA,,5.07,S3B 1to100,
Nu8,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,2213,NA,NA,NA,0.235,NA,NA,,NA,,5.07,S3B 1to10k,
Nu8,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,2013,NA,NA,NA,0.213,NA,NA,,NA,,5.07,S3B 1to10k,
Nu8,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,1823,NA,NA,NA,0.192,NA,NA,,NA,,5.16,S3B 1to10k,
Nu8,,,,,,,,,,,,,,,,,
Nu8,,,,,,,,,,,,,,,,,
Nu8,,,,,,,,,,,,,,,,,
Nu8,Created By:,,,,,,,,,,,,,,,,
Nu8,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu8,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
