Nu18,,,,,,,,,,,,,,,,,
Nu18,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,237469,NA,NA,NA,5.381,NA,NA,,NA,,1.71,M1A 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,2936,NA,NA,NA,0.060,NA,NA,,NA,,1.71,M1A 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,3003,NA,NA,NA,0.062,NA,NA,,NA,,1.71,M1A 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,3051,NA,NA,NA,0.063,NA,NA,,NA,,1.71,M1A 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,187943,NA,NA,NA,4.258,NA,NA,,NA,,1.71,M1A_Col 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,189918,NA,NA,NA,4.303,NA,NA,,NA,,1.71,M1A_Col 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,187603,NA,NA,NA,4.250,NA,NA,,NA,,1.71,M1A_Col 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,2279,NA,NA,NA,0.045,NA,NA,,NA,,1.71,M1A_Col 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,2656,NA,NA,NA,0.054,NA,NA,,NA,,1.70,M1A_Col 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,2445,NA,NA,NA,0.049,NA,NA,,NA,,1.71,M1A_Col 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,22993,NA,NA,NA,0.515,NA,NA,,NA,,1.71,M1A_Extr 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,22452,NA,NA,NA,0.503,NA,NA,,NA,,1.71,M1A_Extr 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,23210,NA,NA,NA,0.520,NA,NA,,NA,,1.71,M1A_Extr 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,605,NA,NA,NA,0.007,NA,NA,Response Low,NA,,1.71,M1A_Extr 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,433,NA,NA,NA,0.003,NA,NA,Response Low,NA,,1.71,M1A_Extr 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,583,NA,NA,NA,0.007,NA,NA,Response Low,NA,,1.74,M1A_Extr 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,227878,NA,NA,NA,5.164,NA,NA,,NA,,1.71,M1B 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,230428,NA,NA,NA,5.222,NA,NA,,NA,,1.71,M1B 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,219695,NA,NA,NA,4.978,NA,NA,,NA,,1.70,M1B 1to100,
Nu18,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,2850,NA,NA,NA,0.058,NA,NA,,NA,,1.71,M1B 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,3011,NA,NA,NA,0.062,NA,NA,,NA,,1.73,M1B 1to10k,
Nu18,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,2870,NA,NA,NA,0.059,NA,NA,,NA,,1.71,M1B 1to10k,
Nu18,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,293358,NA,NA,NA,6.650,NA,NA,,NA,,1.71,S1A 1to100,
Nu18,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,301651,NA,NA,NA,6.838,NA,NA,,NA,,1.71,S1A 1to100,
Nu18,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,296866,NA,NA,NA,6.729,NA,NA,,NA,,1.71,S1A 1to100,
Nu18,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,3393,NA,NA,NA,0.070,NA,NA,,NA,,1.71,S1A 1to10k,
Nu18,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,3168,NA,NA,NA,0.065,NA,NA,,NA,,1.71,S1A 1to10k,
Nu18,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,3363,NA,NA,NA,0.070,NA,NA,,NA,,1.72,S1A 1to10k,
Nu18,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,243980,NA,NA,NA,5.529,NA,NA,,NA,,1.71,S1B 1to100,
Nu18,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,236804,NA,NA,NA,5.366,NA,NA,,NA,,1.71,S1B 1to100,
Nu18,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,235549,NA,NA,NA,5.338,NA,NA,,NA,,1.71,S1B 1to100,
Nu18,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,2743,NA,NA,NA,0.056,NA,NA,,NA,,1.71,S1B 1to10k,
Nu18,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,2599,NA,NA,NA,0.052,NA,NA,,NA,,1.72,S1B 1to10k,
Nu18,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,3109,NA,NA,NA,0.064,NA,NA,,NA,,1.71,S1B 1to10k,
Nu18,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,237699,NA,NA,NA,5.387,NA,NA,,NA,,1.71,S3A 1to100,
Nu18,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,226385,NA,NA,NA,5.130,NA,NA,,NA,,1.71,S3A 1to100,
Nu18,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,231225,NA,NA,NA,5.240,NA,NA,,NA,,1.71,S3A 1to100,
Nu18,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,2931,NA,NA,NA,0.060,NA,NA,,NA,,1.71,S3A 1to10k,
Nu18,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,3059,NA,NA,NA,0.063,NA,NA,,NA,,1.72,S3A 1to10k,
Nu18,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,2898,NA,NA,NA,0.059,NA,NA,,NA,,1.71,S3A 1to10k,
Nu18,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,231583,NA,NA,NA,5.248,NA,NA,,NA,,1.71,S3B 1to100,
Nu18,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,238524,NA,NA,NA,5.405,NA,NA,,NA,,1.71,S3B 1to100,
Nu18,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,229380,NA,NA,NA,5.198,NA,NA,,NA,,1.71,S3B 1to100,
Nu18,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,4078,NA,NA,NA,0.086,NA,NA,,NA,,1.71,S3B 1to10k,
Nu18,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,4272,NA,NA,NA,0.090,NA,NA,,NA,,1.71,S3B 1to10k,
Nu18,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,3375,NA,NA,NA,0.070,NA,NA,,NA,,1.75,S3B 1to10k,
Nu18,,,,,,,,,,,,,,,,,
Nu18,,,,,,,,,,,,,,,,,
Nu18,,,,,,,,,,,,,,,,,
Nu18,Created By:,,,,,,,,,,,,,,,,
Nu18,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu18,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
