Nu15,,,,,,,,,,,,,,,,,
Nu15,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu15,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu15,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,237,NA,NA,NA,0.029,NA,NA,,NA,,1.64,M1A_Col 1to100,
Nu15,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,201,NA,NA,NA,0.023,NA,NA,,NA,,1.63,M1A_Col 1to100,
Nu15,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,202,NA,NA,NA,0.024,NA,NA,,NA,,1.64,M1A_Col 1to100,
Nu15,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu15,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu15,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu15,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to100,
Nu15,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,148,NA,NA,NA,0.016,NA,NA,,NA,,1.63,M1A_Extr 1to100,
Nu15,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,141,NA,NA,NA,0.015,NA,NA,,NA,,1.64,M1A_Extr 1to100,
Nu15,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu15,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu15,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu15,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,114,NA,NA,NA,0.011,NA,NA,,NA,,1.63,M1B 1to100,
Nu15,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,188,NA,NA,NA,0.021,NA,NA,,NA,,1.70,M1B 1to100,
Nu15,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,198,NA,NA,NA,0.023,NA,NA,,NA,,1.65,M1B 1to100,
Nu15,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu15,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu15,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu15,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,161,NA,NA,NA,0.018,NA,NA,,NA,,1.61,S1A 1to100,
Nu15,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,250,NA,NA,NA,0.031,NA,NA,,NA,,1.62,S1A 1to100,
Nu15,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,173,NA,NA,NA,0.019,NA,NA,,NA,,1.62,S1A 1to100,
Nu15,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu15,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu15,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu15,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,152,NA,NA,NA,0.016,NA,NA,,NA,,1.62,S1B 1to100,
Nu15,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,204,NA,NA,NA,0.024,NA,NA,,NA,,1.65,S1B 1to100,
Nu15,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,176,NA,NA,NA,0.020,NA,NA,,NA,,1.71,S1B 1to100,
Nu15,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu15,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu15,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu15,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,313,NA,NA,NA,0.040,NA,NA,,NA,,1.64,S3A 1to100,
Nu15,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,185,NA,NA,NA,0.021,NA,NA,,NA,,1.62,S3A 1to100,
Nu15,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,285,NA,NA,NA,0.035,NA,NA,,NA,,1.64,S3A 1to100,
Nu15,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu15,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu15,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,105,NA,NA,NA,0.009,NA,NA,Response Low,NA,,1.50,S3A 1to10k,
Nu15,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,289,NA,NA,NA,0.036,NA,NA,,NA,,1.63,S3B 1to100,
Nu15,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,332,NA,NA,NA,0.042,NA,NA,,NA,,1.63,S3B 1to100,
Nu15,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,118,NA,NA,NA,0.011,NA,NA,,NA,,1.68,S3B 1to100,
Nu15,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu15,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu15,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu15,,,,,,,,,,,,,,,,,
Nu15,,,,,,,,,,,,,,,,,
Nu15,,,,,,,,,,,,,,,,,
Nu15,Created By:,,,,,,,,,,,,,,,,
Nu15,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu15,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
