Nu7,,,,,,,,,,,,,,,,,
Nu7,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,276335,NA,NA,NA,11.295,NA,NA,,NA,,5.75,M1A 1to100,
Nu7,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,2981,NA,NA,NA,0.118,NA,NA,,NA,,5.72,M1A 1to10k,
Nu7,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,2751,NA,NA,NA,0.109,NA,NA,,NA,,5.73,M1A 1to10k,
Nu7,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,2614,NA,NA,NA,0.103,NA,NA,,NA,,5.72,M1A 1to10k,
Nu7,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,207472,NA,NA,NA,8.479,NA,NA,,NA,,5.76,M1A_Col 1to100,
Nu7,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,199543,NA,NA,NA,8.155,NA,NA,,NA,,5.75,M1A_Col 1to100,
Nu7,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,206452,NA,NA,NA,8.438,NA,NA,,NA,,5.74,M1A_Col 1to100,
Nu7,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,2146,NA,NA,NA,0.084,NA,NA,,NA,,5.73,M1A_Col 1to10k,
Nu7,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,2147,NA,NA,NA,0.084,NA,NA,,NA,,5.75,M1A_Col 1to10k,
Nu7,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,2140,NA,NA,NA,0.084,NA,NA,,NA,,5.72,M1A_Col 1to10k,
Nu7,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,1243,NA,NA,NA,0.047,NA,NA,,NA,,5.75,M1A_Extr 1to100,
Nu7,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,1432,NA,NA,NA,0.055,NA,NA,,NA,,5.75,M1A_Extr 1to100,
Nu7,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,1254,NA,NA,NA,0.048,NA,NA,,NA,,5.72,M1A_Extr 1to100,
Nu7,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu7,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu7,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu7,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,285659,NA,NA,NA,11.676,NA,NA,,NA,,5.74,M1B 1to100,
Nu7,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,283899,NA,NA,NA,11.605,NA,NA,,NA,,5.74,M1B 1to100,
Nu7,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,286035,NA,NA,NA,11.692,NA,NA,,NA,,5.74,M1B 1to100,
Nu7,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,3329,NA,NA,NA,0.132,NA,NA,,NA,,5.75,M1B 1to10k,
Nu7,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,3136,NA,NA,NA,0.124,NA,NA,,NA,,5.78,M1B 1to10k,
Nu7,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,2796,NA,NA,NA,0.111,NA,NA,,NA,,5.77,M1B 1to10k,
Nu7,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,345319,NA,NA,NA,14.116,NA,NA,,NA,,5.77,S1A 1to100,
Nu7,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,333976,NA,NA,NA,13.652,NA,NA,,NA,,5.76,S1A 1to100,
Nu7,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,336976,NA,NA,NA,13.775,NA,NA,,NA,,5.75,S1A 1to100,
Nu7,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,3417,NA,NA,NA,0.136,NA,NA,,NA,,5.77,S1A 1to10k,
Nu7,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,3427,NA,NA,NA,0.136,NA,NA,,NA,,5.81,S1A 1to10k,
Nu7,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,3651,NA,NA,NA,0.146,NA,NA,,NA,,5.77,S1A 1to10k,
Nu7,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,292751,NA,NA,NA,11.966,NA,NA,,NA,,5.73,S1B 1to100,
Nu7,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,290192,NA,NA,NA,11.862,NA,NA,,NA,,5.74,S1B 1to100,
Nu7,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,286590,NA,NA,NA,11.715,NA,NA,,NA,,5.76,S1B 1to100,
Nu7,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,3142,NA,NA,NA,0.125,NA,NA,,NA,,5.81,S1B 1to10k,
Nu7,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,3039,NA,NA,NA,0.121,NA,NA,,NA,,5.80,S1B 1to10k,
Nu7,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,2882,NA,NA,NA,0.114,NA,NA,,NA,,5.82,S1B 1to10k,
Nu7,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,274666,NA,NA,NA,11.227,NA,NA,,NA,,5.74,S3A 1to100,
Nu7,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,274391,NA,NA,NA,11.216,NA,NA,,NA,,5.73,S3A 1to100,
Nu7,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,271256,NA,NA,NA,11.088,NA,NA,,NA,,5.74,S3A 1to100,
Nu7,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,3342,NA,NA,NA,0.133,NA,NA,,NA,,5.77,S3A 1to10k,
Nu7,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,3497,NA,NA,NA,0.139,NA,NA,,NA,,5.76,S3A 1to10k,
Nu7,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,2916,NA,NA,NA,0.115,NA,NA,,NA,,5.75,S3A 1to10k,
Nu7,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,278085,NA,NA,NA,11.367,NA,NA,,NA,,5.76,S3B 1to100,
Nu7,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,283493,NA,NA,NA,11.588,NA,NA,,NA,,5.75,S3B 1to100,
Nu7,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,275765,NA,NA,NA,11.272,NA,NA,,NA,,5.74,S3B 1to100,
Nu7,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,3884,NA,NA,NA,0.155,NA,NA,,NA,,5.73,S3B 1to10k,
Nu7,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,4343,NA,NA,NA,0.174,NA,NA,,NA,,5.76,S3B 1to10k,
Nu7,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,4078,NA,NA,NA,0.163,NA,NA,,NA,,5.82,S3B 1to10k,
Nu7,,,,,,,,,,,,,,,,,
Nu7,,,,,,,,,,,,,,,,,
Nu7,,,,,,,,,,,,,,,,,
Nu7,Created By:,,,,,,,,,,,,,,,,
Nu7,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu7,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
