Nu14,,,,,,,,,,,,,,,,,
Nu14,Component Name,,Curve Index,Weighting Index,Origin Index,Equation,,,,,,,,,,,
Nu14,20181029_GM_2O-Me_Exp_M1A_1to100_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to100,
Nu14,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to100,
Nu14,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu14,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu14,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu14,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to100,
Nu14,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to100,
Nu14,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to100,
Nu14,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu14,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu14,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu14,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to100,
Nu14,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to100,
Nu14,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to100,
Nu14,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu14,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu14,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu14,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to100,
Nu14,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to100,
Nu14,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to100,
Nu14,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu14,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu14,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu14,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to100,
Nu14,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to100,
Nu14,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to100,
Nu14,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu14,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu14,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu14,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to100,
Nu14,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to100,
Nu14,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to100,
Nu14,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu14,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu14,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu14,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to100,
Nu14,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to100,
Nu14,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to100,
Nu14,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu14,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu14,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu14,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to100,
Nu14,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to100,
Nu14,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to100,
Nu14,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu14,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu14,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu14,,,,,,,,,,,,,,,,,
Nu14,,,,,,,,,,,,,,,,,
Nu14,,,,,,,,,,,,,,,,,
Nu14,Created By:,,,,,,,,,,,,,,,,
Nu14,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu14,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
