Nu5,,,,,,,,,,,,,,,,,
Nu5,Component Name,,Curve Index,Weighting Index,Origin Index,Equation,,,,,,,,,,,
Nu5,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,3115,NA,NA,NA,0.929,NA,NA,,NA,,3.75,M1A 1to100,
Nu5,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu5,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu5,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu5,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,2763,NA,NA,NA,0.821,NA,NA,,NA,,3.75,M1A_Col 1to100,
Nu5,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,2964,NA,NA,NA,0.882,NA,NA,,NA,,3.74,M1A_Col 1to100,
Nu5,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,2976,NA,NA,NA,0.886,NA,NA,,NA,,3.72,M1A_Col 1to100,
Nu5,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu5,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu5,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu5,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,1141,NA,NA,NA,0.324,NA,NA,,NA,,3.76,M1A_Extr 1to100,
Nu5,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,1195,NA,NA,NA,0.340,NA,NA,,NA,,3.71,M1A_Extr 1to100,
Nu5,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,1402,NA,NA,NA,0.404,NA,NA,,NA,,3.74,M1A_Extr 1to100,
Nu5,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu5,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu5,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu5,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,2801,NA,NA,NA,0.832,NA,NA,,NA,,3.73,M1B 1to100,
Nu5,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,3358,NA,NA,NA,1.003,NA,NA,,NA,,3.74,M1B 1to100,
Nu5,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,3223,NA,NA,NA,0.962,NA,NA,,NA,,3.74,M1B 1to100,
Nu5,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu5,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu5,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu5,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,3695,NA,NA,NA,1.107,NA,NA,,NA,,3.78,S1A 1to100,
Nu5,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,4247,NA,NA,NA,1.276,NA,NA,,NA,,3.74,S1A 1to100,
Nu5,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,3833,NA,NA,NA,1.149,NA,NA,,NA,,3.74,S1A 1to100,
Nu5,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu5,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu5,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu5,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,3403,NA,NA,NA,1.017,NA,NA,,NA,,3.73,S1B 1to100,
Nu5,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,3292,NA,NA,NA,0.983,NA,NA,,NA,,3.74,S1B 1to100,
Nu5,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,3274,NA,NA,NA,0.977,NA,NA,,NA,,3.73,S1B 1to100,
Nu5,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu5,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu5,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu5,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,3146,NA,NA,NA,0.938,NA,NA,,NA,,3.74,S3A 1to100,
Nu5,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,3556,NA,NA,NA,1.064,NA,NA,,NA,,3.72,S3A 1to100,
Nu5,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,3618,NA,NA,NA,1.083,NA,NA,,NA,,3.73,S3A 1to100,
Nu5,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu5,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu5,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu5,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,2995,NA,NA,NA,0.892,NA,NA,,NA,,3.75,S3B 1to100,
Nu5,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,3557,NA,NA,NA,1.064,NA,NA,,NA,,3.76,S3B 1to100,
Nu5,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,3443,NA,NA,NA,1.029,NA,NA,,NA,,3.72,S3B 1to100,
Nu5,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu5,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu5,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu5,,,,,,,,,,,,,,,,,
Nu5,,,,,,,,,,,,,,,,,
Nu5,,,,,,,,,,,,,,,,,
Nu5,Created By:,,,,,,,,,,,,,,,,
Nu5,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu5,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
