Nu16,,,,,,,,,,,,,,,,,
Nu16,Component Name,,Curve Index,Weighting Index,Origin Index,Equation,,,,,,,,,,,
Nu16,20181029_GM_2O-Me_Exp_M1A_1to100_02,Unknown Sample,,Method Settings,2227,NA,NA,NA,0.046,NA,NA,,NA,,8.51,M1A 1to100,
Nu16,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,2114,NA,NA,NA,0.043,NA,NA,,NA,,8.50,M1A 1to100,
Nu16,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu16,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu16,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu16,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,1597,NA,NA,NA,0.031,NA,NA,,NA,,8.48,M1A_Col 1to100,
Nu16,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,1667,NA,NA,NA,0.033,NA,NA,,NA,,8.49,M1A_Col 1to100,
Nu16,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,1684,NA,NA,NA,0.033,NA,NA,,NA,,8.48,M1A_Col 1to100,
Nu16,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu16,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu16,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu16,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to100,
Nu16,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to100,
Nu16,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to100,
Nu16,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu16,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu16,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu16,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,2257,NA,NA,NA,0.047,NA,NA,,NA,,8.47,M1B 1to100,
Nu16,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,2567,NA,NA,NA,0.054,NA,NA,,NA,,8.49,M1B 1to100,
Nu16,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,2354,NA,NA,NA,0.049,NA,NA,,NA,,8.48,M1B 1to100,
Nu16,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu16,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu16,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu16,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,2628,NA,NA,NA,0.055,NA,NA,,NA,,8.52,S1A 1to100,
Nu16,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,2794,NA,NA,NA,0.059,NA,NA,,NA,,8.49,S1A 1to100,
Nu16,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,3398,NA,NA,NA,0.073,NA,NA,,NA,,8.48,S1A 1to100,
Nu16,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu16,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu16,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu16,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,2288,NA,NA,NA,0.047,NA,NA,,NA,,8.49,S1B 1to100,
Nu16,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,2682,NA,NA,NA,0.056,NA,NA,,NA,,8.49,S1B 1to100,
Nu16,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,2909,NA,NA,NA,0.062,NA,NA,,NA,,8.48,S1B 1to100,
Nu16,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,258,NA,NA,NA,0.001,NA,NA,Response Low,NA,,8.51,S1B 1to10k,
Nu16,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu16,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu16,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,3136,NA,NA,NA,0.067,NA,NA,,NA,,8.48,S3A 1to100,
Nu16,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,2811,NA,NA,NA,0.059,NA,NA,,NA,,8.50,S3A 1to100,
Nu16,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,2643,NA,NA,NA,0.055,NA,NA,,NA,,8.49,S3A 1to100,
Nu16,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu16,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu16,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu16,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,3016,NA,NA,NA,0.064,NA,NA,,NA,,8.50,S3B 1to100,
Nu16,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,3193,NA,NA,NA,0.068,NA,NA,,NA,,8.51,S3B 1to100,
Nu16,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,2562,NA,NA,NA,0.054,NA,NA,,NA,,8.49,S3B 1to100,
Nu16,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu16,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu16,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu16,,,,,,,,,,,,,,,,,
Nu16,,,,,,,,,,,,,,,,,
Nu16,,,,,,,,,,,,,,,,,
Nu16,Created By:,,,,,,,,,,,,,,,,
Nu16,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu16,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
