Nu3,,,,,,,,,,,,,,,,,
Nu3,Component Name,,Curve Index,Weighting Index,Origin Index,Equation,,,,,,,,,,,
Nu3,20181029_GM_2O-Me_Exp_M1A_1to100_02,Unknown Sample,,Method Settings,31257,NA,NA,NA,0.588,NA,NA,,NA,,6.95,M1A 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,32513,NA,NA,NA,0.611,NA,NA,,NA,,6.95,M1A 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,433,NA,NA,NA,0.007,NA,NA,Response Low,NA,,6.91,M1A 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,534,NA,NA,NA,0.008,NA,NA,Response Low,NA,,6.90,M1A 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,572,NA,NA,NA,0.009,NA,NA,Response Low,NA,,6.91,M1A 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,21888,NA,NA,NA,0.411,NA,NA,,NA,,6.95,M1A_Col 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,20991,NA,NA,NA,0.394,NA,NA,,NA,,6.94,M1A_Col 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,21804,NA,NA,NA,0.409,NA,NA,,NA,,6.93,M1A_Col 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,452,NA,NA,NA,0.007,NA,NA,Response Low,NA,,6.90,M1A_Col 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,255,NA,NA,NA,0.003,NA,NA,Response Low,NA,,6.94,M1A_Col 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,512,NA,NA,NA,0.008,NA,NA,Response Low,NA,,6.94,M1A_Col 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,490,NA,NA,NA,0.008,NA,NA,Response Low,NA,,6.92,M1A_Extr 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,642,NA,NA,NA,0.011,NA,NA,,NA,,6.95,M1A_Extr 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,736,NA,NA,NA,0.012,NA,NA,,NA,,6.94,M1A_Extr 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,148,NA,NA,NA,0.001,NA,NA,Response Low,NA,,7.05,M1A_Extr 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,188,NA,NA,NA,0.002,NA,NA,Response Low,NA,,6.96,M1A_Extr 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,242,NA,NA,NA,0.003,NA,NA,Response Low,NA,,6.91,M1A_Extr 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,32595,NA,NA,NA,0.613,NA,NA,,NA,,6.93,M1B 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,32805,NA,NA,NA,0.617,NA,NA,,NA,,6.93,M1B 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,32257,NA,NA,NA,0.606,NA,NA,,NA,,6.93,M1B 1to100,
Nu3,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,503,NA,NA,NA,0.008,NA,NA,Response Low,NA,,6.94,M1B 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,420,NA,NA,NA,0.006,NA,NA,Response Low,NA,,6.96,M1B 1to10k,
Nu3,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,655,NA,NA,NA,0.011,NA,NA,,NA,,6.98,M1B 1to10k,
Nu3,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,40485,NA,NA,NA,0.762,NA,NA,,NA,,6.96,S1A 1to100,
Nu3,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,38832,NA,NA,NA,0.730,NA,NA,,NA,,6.95,S1A 1to100,
Nu3,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,38317,NA,NA,NA,0.721,NA,NA,,NA,,6.95,S1A 1to100,
Nu3,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,526,NA,NA,NA,0.008,NA,NA,Response Low,NA,,6.99,S1A 1to10k,
Nu3,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,582,NA,NA,NA,0.009,NA,NA,Response Low,NA,,7.00,S1A 1to10k,
Nu3,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,495,NA,NA,NA,0.008,NA,NA,Response Low,NA,,7.00,S1A 1to10k,
Nu3,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,33926,NA,NA,NA,0.638,NA,NA,,NA,,6.92,S1B 1to100,
Nu3,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,33414,NA,NA,NA,0.628,NA,NA,,NA,,6.93,S1B 1to100,
Nu3,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,34157,NA,NA,NA,0.642,NA,NA,,NA,,6.94,S1B 1to100,
Nu3,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,723,NA,NA,NA,0.012,NA,NA,,NA,,7.00,S1B 1to10k,
Nu3,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,489,NA,NA,NA,0.008,NA,NA,Response Low,NA,,7.02,S1B 1to10k,
Nu3,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,529,NA,NA,NA,0.008,NA,NA,Response Low,NA,,7.00,S1B 1to10k,
Nu3,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,31550,NA,NA,NA,0.593,NA,NA,,NA,,6.93,S3A 1to100,
Nu3,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,30851,NA,NA,NA,0.580,NA,NA,,NA,,6.93,S3A 1to100,
Nu3,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,33225,NA,NA,NA,0.625,NA,NA,,NA,,6.93,S3A 1to100,
Nu3,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,428,NA,NA,NA,0.006,NA,NA,Response Low,NA,,6.95,S3A 1to10k,
Nu3,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,480,NA,NA,NA,0.007,NA,NA,Response Low,NA,,6.98,S3A 1to10k,
Nu3,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,479,NA,NA,NA,0.007,NA,NA,Response Low,NA,,6.93,S3A 1to10k,
Nu3,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,32269,NA,NA,NA,0.607,NA,NA,,NA,,6.95,S3B 1to100,
Nu3,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,33057,NA,NA,NA,0.621,NA,NA,,NA,,6.94,S3B 1to100,
Nu3,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,31872,NA,NA,NA,0.599,NA,NA,,NA,,6.93,S3B 1to100,
Nu3,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,609,NA,NA,NA,0.010,NA,NA,Response Low,NA,,6.91,S3B 1to10k,
Nu3,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,605,NA,NA,NA,0.010,NA,NA,Response Low,NA,,6.97,S3B 1to10k,
Nu3,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,599,NA,NA,NA,0.010,NA,NA,Response Low,NA,,7.03,S3B 1to10k,
Nu3,,,,,,,,,,,,,,,,,
Nu3,,,,,,,,,,,,,,,,,
Nu3,,,,,,,,,,,,,,,,,
Nu3,Created By:,,,,,,,,,,,,,,,,
Nu3,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu3,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
