Nu9,,,,,,,,,,,,,,,,,
Nu9,Component Name,,Curve Index,Weighting Index,Origin Index,Equation,,,,,,,,,,,
Nu9,20181029_GM_2O-Me_Exp_M1A_1to100_02,Unknown Sample,,Method Settings,8555,NA,NA,NA,5.119,NA,NA,,NA,,4.36,M1A 1to100,
Nu9,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,8617,NA,NA,NA,5.156,NA,NA,,NA,,4.37,M1A 1to100,
Nu9,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu9,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu9,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu9,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,7838,NA,NA,NA,4.685,NA,NA,,NA,,4.36,M1A_Col 1to100,
Nu9,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,7376,NA,NA,NA,4.405,NA,NA,,NA,,4.36,M1A_Col 1to100,
Nu9,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,7038,NA,NA,NA,4.201,NA,NA,,NA,,4.34,M1A_Col 1to100,
Nu9,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu9,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu9,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu9,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,1245,NA,NA,NA,0.696,NA,NA,,NA,,4.35,M1A_Extr 1to100,
Nu9,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,1390,NA,NA,NA,0.784,NA,NA,,NA,,4.35,M1A_Extr 1to100,
Nu9,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,1400,NA,NA,NA,0.790,NA,NA,,NA,,4.37,M1A_Extr 1to100,
Nu9,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu9,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu9,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu9,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,8419,NA,NA,NA,5.036,NA,NA,,NA,,4.35,M1B 1to100,
Nu9,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,9270,NA,NA,NA,5.551,NA,NA,,NA,,4.35,M1B 1to100,
Nu9,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,8175,NA,NA,NA,4.889,NA,NA,,NA,,4.34,M1B 1to100,
Nu9,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu9,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu9,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu9,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,10556,NA,NA,NA,6.329,NA,NA,,NA,,4.37,S1A 1to100,
Nu9,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,10047,NA,NA,NA,6.021,NA,NA,,NA,,4.36,S1A 1to100,
Nu9,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,10710,NA,NA,NA,6.422,NA,NA,,NA,,4.36,S1A 1to100,
Nu9,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu9,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu9,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,290,NA,NA,NA,0.119,NA,NA,,NA,,4.37,S1A 1to10k,
Nu9,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,9327,NA,NA,NA,5.586,NA,NA,,NA,,4.33,S1B 1to100,
Nu9,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,9175,NA,NA,NA,5.494,NA,NA,,NA,,4.35,S1B 1to100,
Nu9,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,8672,NA,NA,NA,5.189,NA,NA,,NA,,4.34,S1B 1to100,
Nu9,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,190,NA,NA,NA,0.058,NA,NA,Response Low,NA,,4.38,S1B 1to10k,
Nu9,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu9,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu9,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,8659,NA,NA,NA,5.182,NA,NA,,NA,,4.34,S3A 1to100,
Nu9,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,7934,NA,NA,NA,4.743,NA,NA,,NA,,4.34,S3A 1to100,
Nu9,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,8299,NA,NA,NA,4.964,NA,NA,,NA,,4.33,S3A 1to100,
Nu9,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu9,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu9,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu9,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,8904,NA,NA,NA,5.329,NA,NA,,NA,,4.37,S3B 1to100,
Nu9,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,8211,NA,NA,NA,4.910,NA,NA,,NA,,4.37,S3B 1to100,
Nu9,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,8806,NA,NA,NA,5.270,NA,NA,,NA,,4.34,S3B 1to100,
Nu9,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu9,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu9,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu9,,,,,,,,,,,,,,,,,
Nu9,,,,,,,,,,,,,,,,,
Nu9,,,,,,,,,,,,,,,,,
Nu9,Created By:,,,,,,,,,,,,,,,,
Nu9,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu9,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
