Nu2,,,,,,,,,,,,,,,,,
Nu2,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,39826,NA,NA,NA,1.538,NA,NA,,NA,,2.00,M1A 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,790,NA,NA,NA,0.023,NA,NA,,NA,,1.97,M1A 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,710,NA,NA,NA,0.019,NA,NA,,NA,,1.97,M1A 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,820,NA,NA,NA,0.024,NA,NA,,NA,,1.97,M1A 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,34272,NA,NA,NA,1.323,NA,NA,,NA,,2.00,M1A_Col 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,35003,NA,NA,NA,1.351,NA,NA,,NA,,2.00,M1A_Col 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,34543,NA,NA,NA,1.333,NA,NA,,NA,,1.99,M1A_Col 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,627,NA,NA,NA,0.016,NA,NA,,NA,,1.97,M1A_Col 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,558,NA,NA,NA,0.013,NA,NA,,NA,,1.96,M1A_Col 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,528,NA,NA,NA,0.012,NA,NA,,NA,,2.00,M1A_Col 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,6552,NA,NA,NA,0.246,NA,NA,,NA,,2.01,M1A_Extr 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,6829,NA,NA,NA,0.257,NA,NA,,NA,,2.00,M1A_Extr 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,7074,NA,NA,NA,0.267,NA,NA,,NA,,2.00,M1A_Extr 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,266,NA,NA,NA,0.002,NA,NA,Response Low,NA,,2.01,M1A_Extr 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,349,NA,NA,NA,0.005,NA,NA,Response Low,NA,,2.00,M1A_Extr 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,37228,NA,NA,NA,1.438,NA,NA,,NA,,1.98,M1B 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,38930,NA,NA,NA,1.504,NA,NA,,NA,,1.99,M1B 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,36612,NA,NA,NA,1.414,NA,NA,,NA,,1.99,M1B 1to100,
Nu2,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,782,NA,NA,NA,0.022,NA,NA,,NA,,1.99,M1B 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,634,NA,NA,NA,0.016,NA,NA,,NA,,2.00,M1B 1to10k,
Nu2,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,532,NA,NA,NA,0.012,NA,NA,,NA,,2.04,M1B 1to10k,
Nu2,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,48095,NA,NA,NA,1.860,NA,NA,,NA,,2.00,S1A 1to100,
Nu2,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,46937,NA,NA,NA,1.815,NA,NA,,NA,,2.00,S1A 1to100,
Nu2,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,49290,NA,NA,NA,1.906,NA,NA,,NA,,2.00,S1A 1to100,
Nu2,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,622,NA,NA,NA,0.016,NA,NA,,NA,,2.00,S1A 1to10k,
Nu2,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,882,NA,NA,NA,0.026,NA,NA,,NA,,2.00,S1A 1to10k,
Nu2,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,698,NA,NA,NA,0.019,NA,NA,,NA,,2.01,S1A 1to10k,
Nu2,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,40985,NA,NA,NA,1.583,NA,NA,,NA,,1.98,S1B 1to100,
Nu2,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,40769,NA,NA,NA,1.575,NA,NA,,NA,,1.98,S1B 1to100,
Nu2,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,41699,NA,NA,NA,1.611,NA,NA,,NA,,1.98,S1B 1to100,
Nu2,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,582,NA,NA,NA,0.014,NA,NA,,NA,,2.01,S1B 1to10k,
Nu2,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,921,NA,NA,NA,0.028,NA,NA,,NA,,2.03,S1B 1to10k,
Nu2,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,812,NA,NA,NA,0.023,NA,NA,,NA,,2.02,S1B 1to10k,
Nu2,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,39434,NA,NA,NA,1.523,NA,NA,,NA,,2.00,S3A 1to100,
Nu2,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,40645,NA,NA,NA,1.570,NA,NA,,NA,,1.98,S3A 1to100,
Nu2,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,39878,NA,NA,NA,1.540,NA,NA,,NA,,1.98,S3A 1to100,
Nu2,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,775,NA,NA,NA,0.022,NA,NA,,NA,,1.99,S3A 1to10k,
Nu2,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,797,NA,NA,NA,0.023,NA,NA,,NA,,2.00,S3A 1to10k,
Nu2,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,633,NA,NA,NA,0.016,NA,NA,,NA,,2.00,S3A 1to10k,
Nu2,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,37070,NA,NA,NA,1.431,NA,NA,,NA,,2.00,S3B 1to100,
Nu2,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,38663,NA,NA,NA,1.493,NA,NA,,NA,,1.99,S3B 1to100,
Nu2,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,37772,NA,NA,NA,1.459,NA,NA,,NA,,1.98,S3B 1to100,
Nu2,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,877,NA,NA,NA,0.026,NA,NA,,NA,,1.97,S3B 1to10k,
Nu2,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,842,NA,NA,NA,0.025,NA,NA,,NA,,1.98,S3B 1to10k,
Nu2,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,963,NA,NA,NA,0.029,NA,NA,,NA,,2.09,S3B 1to10k,
Nu2,,,,,,,,,,,,,,,,,
Nu2,,,,,,,,,,,,,,,,,
Nu2,,,,,,,,,,,,,,,,,
Nu2,Created By:,,,,,,,,,,,,,,,,
Nu2,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu2,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
