Nu12,,,,,,,,,,,,,,,,,
Nu12,Component Name,,Curve Index,Weighting Index,Origin Index,Equation,,,,,,,,,,,
Nu12,20181029_GM_2O-Me_Exp_M1A_1to100_03,Unknown Sample,,Method Settings,5792,NA,NA,NA,1.164,NA,NA,,NA,,3.49,M1A 1to100,
Nu12,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu12,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu12,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu12,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,4526,NA,NA,NA,0.907,NA,NA,,NA,,3.49,M1A_Col 1to100,
Nu12,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,4372,NA,NA,NA,0.875,NA,NA,,NA,,3.48,M1A_Col 1to100,
Nu12,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,4696,NA,NA,NA,0.941,NA,NA,,NA,,3.47,M1A_Col 1to100,
Nu12,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu12,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu12,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Col 1to10k,
Nu12,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,1422,NA,NA,NA,0.276,NA,NA,,NA,,3.48,M1A_Extr 1to100,
Nu12,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,1349,NA,NA,NA,0.261,NA,NA,,NA,,3.48,M1A_Extr 1to100,
Nu12,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,1344,NA,NA,NA,0.260,NA,NA,,NA,,3.46,M1A_Extr 1to100,
Nu12,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu12,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu12,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A_Extr 1to10k,
Nu12,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,4653,NA,NA,NA,0.932,NA,NA,,NA,,3.45,M1B 1to100,
Nu12,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,4535,NA,NA,NA,0.909,NA,NA,,NA,,3.48,M1B 1to100,
Nu12,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,5325,NA,NA,NA,1.069,NA,NA,,NA,,3.47,M1B 1to100,
Nu12,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu12,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu12,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1B 1to10k,
Nu12,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,7510,NA,NA,NA,1.513,NA,NA,,NA,,3.50,S1A 1to100,
Nu12,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,7461,NA,NA,NA,1.503,NA,NA,,NA,,3.49,S1A 1to100,
Nu12,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,8202,NA,NA,NA,1.654,NA,NA,,NA,,3.48,S1A 1to100,
Nu12,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu12,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu12,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1A 1to10k,
Nu12,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,5402,NA,NA,NA,1.085,NA,NA,,NA,,3.44,S1B 1to100,
Nu12,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,5931,NA,NA,NA,1.192,NA,NA,,NA,,3.45,S1B 1to100,
Nu12,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,5491,NA,NA,NA,1.103,NA,NA,,NA,,3.46,S1B 1to100,
Nu12,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu12,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu12,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S1B 1to10k,
Nu12,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,6096,NA,NA,NA,1.226,NA,NA,,NA,,3.49,S3A 1to100,
Nu12,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,6132,NA,NA,NA,1.233,NA,NA,,NA,,3.46,S3A 1to100,
Nu12,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,5686,NA,NA,NA,1.142,NA,NA,,NA,,3.45,S3A 1to100,
Nu12,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu12,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu12,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3A 1to10k,
Nu12,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,6307,NA,NA,NA,1.269,NA,NA,,NA,,3.50,S3B 1to100,
Nu12,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,5998,NA,NA,NA,1.206,NA,NA,,NA,,3.49,S3B 1to100,
Nu12,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,5999,NA,NA,NA,1.206,NA,NA,,NA,,3.46,S3B 1to100,
Nu12,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu12,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu12,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,S3B 1to10k,
Nu12,,,,,,,,,,,,,,,,,
Nu12,,,,,,,,,,,,,,,,,
Nu12,,,,,,,,,,,,,,,,,
Nu12,Created By:,,,,,,,,,,,,,,,,
Nu12,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu12,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
