Nu6,,,,,,,,,,,,,,,,,
Nu6,Component Name,,Curve Index,Weighting Index,Origin Index,Equation,,,,,,,,,,,
Nu6,20181029_GM_2O-Me_Exp_M1A_1to10k_01,Unknown Sample,,Method Settings,115,NA,NA,NA,0.007,NA,NA,Response Low,NA,,4.72,M1A 1to10k,
Nu6,20181029_GM_2O-Me_Exp_M1A_1to10k_02,Unknown Sample,,Method Settings,86,NA,NA,NA,-0.001,NA,NA,Response Low,NA,,4.72,M1A 1to10k,
Nu6,20181029_GM_2O-Me_Exp_M1A_1to10k_03,Unknown Sample,,Method Settings,NF,NA,NF,NA,NF,NF,NF,Not Found,NA,,NF,M1A 1to10k,
Nu6,20181029_GM_2O-Me_Exp_M1A_Col_1to100_01,Unknown Sample,,Method Settings,2010,NA,NA,NA,0.524,NA,NA,,NA,,4.75,M1A_Col 1to100,
Nu6,20181029_GM_2O-Me_Exp_M1A_Col_1to100_02,Unknown Sample,,Method Settings,1679,NA,NA,NA,0.434,NA,NA,,NA,,4.74,M1A_Col 1to100,
Nu6,20181029_GM_2O-Me_Exp_M1A_Col_1to100_03,Unknown Sample,,Method Settings,1437,NA,NA,NA,0.368,NA,NA,,NA,,4.70,M1A_Col 1to100,
Nu6,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_01,Unknown Sample,,Method Settings,72,NA,NA,NA,-0.004,NA,NA,Response Low,NA,,4.70,M1A_Col 1to10k,
Nu6,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_02,Unknown Sample,,Method Settings,186,NA,NA,NA,0.027,NA,NA,,NA,,4.74,M1A_Col 1to10k,
Nu6,20181029_GM_2O-Me_Exp_M1A_Col_1to10k_03,Unknown Sample,,Method Settings,162,NA,NA,NA,0.020,NA,NA,,NA,,4.72,M1A_Col 1to10k,
Nu6,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_01,Unknown Sample,,Method Settings,184,NA,NA,NA,0.026,NA,NA,,NA,,4.73,M1A_Extr 1to100,
Nu6,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_02,Unknown Sample,,Method Settings,234,NA,NA,NA,0.040,NA,NA,,NA,,4.68,M1A_Extr 1to100,
Nu6,20181029_GM_2O-Me_Exp_M1A_Extr_1to100_03,Unknown Sample,,Method Settings,323,NA,NA,NA,0.064,NA,NA,,NA,,4.71,M1A_Extr 1to100,
Nu6,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_01,Unknown Sample,,Method Settings,130,NA,NA,NA,0.012,NA,NA,,NA,,4.78,M1A_Extr 1to10k,
Nu6,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_02,Unknown Sample,,Method Settings,127,NA,NA,NA,0.011,NA,NA,,NA,,4.67,M1A_Extr 1to10k,
Nu6,20181029_GM_2O-Me_Exp_M1A_Extr_1to10k_03,Unknown Sample,,Method Settings,130,NA,NA,NA,0.011,NA,NA,,NA,,4.76,M1A_Extr 1to10k,
Nu6,20181029_GM_2O-Me_Exp_M1B_1to100_01,Unknown Sample,,Method Settings,2119,NA,NA,NA,0.553,NA,NA,,NA,,4.72,M1B 1to100,
Nu6,20181029_GM_2O-Me_Exp_M1B_1to100_02,Unknown Sample,,Method Settings,1827,NA,NA,NA,0.474,NA,NA,,NA,,4.73,M1B 1to100,
Nu6,20181029_GM_2O-Me_Exp_M1B_1to100_03,Unknown Sample,,Method Settings,1773,NA,NA,NA,0.459,NA,NA,,NA,,4.75,M1B 1to100,
Nu6,20181029_GM_2O-Me_Exp_M1B_1to10k_01,Unknown Sample,,Method Settings,83,NA,NA,NA,-0.001,NA,NA,Response Low,NA,,4.59,M1B 1to10k,
Nu6,20181029_GM_2O-Me_Exp_M1B_1to10k_02,Unknown Sample,,Method Settings,233,NA,NA,NA,0.040,NA,NA,,NA,,4.68,M1B 1to10k,
Nu6,20181029_GM_2O-Me_Exp_M1B_1to10k_03,Unknown Sample,,Method Settings,113,NA,NA,NA,0.007,NA,NA,Response Low,NA,,4.77,M1B 1to10k,
Nu6,20181029_GM_2O-Me_Exp_S1A_1to100_01,Unknown Sample,,Method Settings,2397,NA,NA,NA,0.629,NA,NA,,NA,,4.75,S1A 1to100,
Nu6,20181029_GM_2O-Me_Exp_S1A_1to100_02,Unknown Sample,,Method Settings,2712,NA,NA,NA,0.715,NA,NA,,NA,,4.74,S1A 1to100,
Nu6,20181029_GM_2O-Me_Exp_S1A_1to100_03,Unknown Sample,,Method Settings,2568,NA,NA,NA,0.676,NA,NA,,NA,,4.74,S1A 1to100,
Nu6,20181029_GM_2O-Me_Exp_S1A_1to10k_01,Unknown Sample,,Method Settings,257,NA,NA,NA,0.046,NA,NA,,NA,,4.74,S1A 1to10k,
Nu6,20181029_GM_2O-Me_Exp_S1A_1to10k_02,Unknown Sample,,Method Settings,141,NA,NA,NA,0.014,NA,NA,,NA,,4.72,S1A 1to10k,
Nu6,20181029_GM_2O-Me_Exp_S1A_1to10k_03,Unknown Sample,,Method Settings,100,NA,NA,NA,0.003,NA,NA,Response Low,NA,,4.82,S1A 1to10k,
Nu6,20181029_GM_2O-Me_Exp_S1B_1to100_01,Unknown Sample,,Method Settings,2275,NA,NA,NA,0.596,NA,NA,,NA,,4.71,S1B 1to100,
Nu6,20181029_GM_2O-Me_Exp_S1B_1to100_02,Unknown Sample,,Method Settings,2119,NA,NA,NA,0.554,NA,NA,,NA,,4.73,S1B 1to100,
Nu6,20181029_GM_2O-Me_Exp_S1B_1to100_03,Unknown Sample,,Method Settings,1868,NA,NA,NA,0.485,NA,NA,,NA,,4.73,S1B 1to100,
Nu6,20181029_GM_2O-Me_Exp_S1B_1to10k_01,Unknown Sample,,Method Settings,112,NA,NA,NA,0.007,NA,NA,Response Low,NA,,4.76,S1B 1to10k,
Nu6,20181029_GM_2O-Me_Exp_S1B_1to10k_02,Unknown Sample,,Method Settings,136,NA,NA,NA,0.013,NA,NA,,NA,,4.70,S1B 1to10k,
Nu6,20181029_GM_2O-Me_Exp_S1B_1to10k_03,Unknown Sample,,Method Settings,196,NA,NA,NA,0.029,NA,NA,,NA,,4.82,S1B 1to10k,
Nu6,20181029_GM_2O-Me_Exp_S3A_1to100_01,Unknown Sample,,Method Settings,1932,NA,NA,NA,0.503,NA,NA,,NA,,4.73,S3A 1to100,
Nu6,20181029_GM_2O-Me_Exp_S3A_1to100_02,Unknown Sample,,Method Settings,1969,NA,NA,NA,0.513,NA,NA,,NA,,4.74,S3A 1to100,
Nu6,20181029_GM_2O-Me_Exp_S3A_1to100_03,Unknown Sample,,Method Settings,1938,NA,NA,NA,0.504,NA,NA,,NA,,4.71,S3A 1to100,
Nu6,20181029_GM_2O-Me_Exp_S3A_1to10k_01,Unknown Sample,,Method Settings,155,NA,NA,NA,0.018,NA,NA,,NA,,4.81,S3A 1to10k,
Nu6,20181029_GM_2O-Me_Exp_S3A_1to10k_02,Unknown Sample,,Method Settings,106,NA,NA,NA,0.005,NA,NA,Response Low,NA,,4.73,S3A 1to10k,
Nu6,20181029_GM_2O-Me_Exp_S3A_1to10k_03,Unknown Sample,,Method Settings,165,NA,NA,NA,0.021,NA,NA,,NA,,4.75,S3A 1to10k,
Nu6,20181029_GM_2O-Me_Exp_S3B_1to100_01,Unknown Sample,,Method Settings,1919,NA,NA,NA,0.499,NA,NA,,NA,,4.76,S3B 1to100,
Nu6,20181029_GM_2O-Me_Exp_S3B_1to100_02,Unknown Sample,,Method Settings,2181,NA,NA,NA,0.570,NA,NA,,NA,,4.75,S3B 1to100,
Nu6,20181029_GM_2O-Me_Exp_S3B_1to100_03,Unknown Sample,,Method Settings,1828,NA,NA,NA,0.474,NA,NA,,NA,,4.74,S3B 1to100,
Nu6,20181029_GM_2O-Me_Exp_S3B_1to10k_01,Unknown Sample,,Method Settings,169,NA,NA,NA,0.022,NA,NA,,NA,,4.70,S3B 1to10k,
Nu6,20181029_GM_2O-Me_Exp_S3B_1to10k_02,Unknown Sample,,Method Settings,297,NA,NA,NA,0.057,NA,NA,,NA,,4.73,S3B 1to10k,
Nu6,20181029_GM_2O-Me_Exp_S3B_1to10k_03,Unknown Sample,,Method Settings,183,NA,NA,NA,0.026,NA,NA,,NA,,4.64,S3B 1to10k,
Nu6,,,,,,,,,,,,,,,,,
Nu6,,,,,,,,,,,,,,,,,
Nu6,,,,,,,,,,,,,,,,,
Nu6,Created By:,,,,,,,,,,,,,,,,
Nu6,User Name,,Full Name,,Date,,,,,,,,,,,,
Nu6,TSQ_Quantiva,,TSQ_Quantiva,,          11/1/2018 8:23:01 PM,,,,,,,,,,,,
